"ResponseId"	"P.Gender"	"P.Age"	"P.Ethnicity"	"P.Education_1"	"S.Gender"	"S.AgeGroup"	"S.Ethnicity"	"S.Education"	"S.PerceivedAgeGroup"	"Speaker"	"Sentence"	"Loop"	"MR3"
"R_DMFduHHaJN232tX"	"Female"	23.1485600361601	"Chinese"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	3	0.669196637
"R_DMFduHHaJN232tX"	"Female"	24.1217045255937	"Chinese"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	5	0.622402944
"R_Dot8zk85G7UGhAB"	"Female"	21.1983299506828	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	6	-0.363151666
"R_Dot8zk85G7UGhAB"	"Female"	20.8210201379843	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	1	5	-0.692820185
"R_Dot8zk85G7UGhAB"	"Female"	20.5212381924968	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	4	-0.621600658
"R_Dot8zk85G7UGhAB"	"Female"	20.84442643621	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	4	1	-0.433201965
"R_Dot8zk85G7UGhAB"	"Female"	21.6872854672372	"Chinese"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	2	-0.336868258
"R_DRVl77Pl7Uy2mMF"	"Female"	21.58950741156	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"30-39"	931	1	6	-0.670457556
"R_DRVl77Pl7Uy2mMF"	"Female"	22.1965174052864	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"30-39"	956	4	4	-0.460073048
"R_DRVl77Pl7Uy2mMF"	"Female"	21.6910830741283	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"30-39"	937	3	3	-0.351018478
"R_DwnBG2IYHYze2yJ"	"Male"	24.1807010043412	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	1	3	-1.499748699
"R_DwnBG2IYHYze2yJ"	"Male"	24.2695390067529	"Chinese"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	3	1	-1.579391952
"R_DwnBG2IYHYze2yJ"	"Male"	23.2367221252527	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	3	5	-1.439077191
"R_DwnBG2IYHYze2yJ"	"Male"	24.6503831737675	"Chinese"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	4	-1.463815226
"R_e2rTZ0budKHgO41"	"Female"	20.8416349841282	"Chinese"	"Post-secondary"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	3	3	0.295964606
"R_e2rTZ0budKHgO41"	"Female"	21.4419218209106	"Chinese"	"Post-secondary"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	4	5	0.329843869
"R_e2rTZ0budKHgO41"	"Female"	20.638849436352	"Chinese"	"Post-secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	3	4	0.412530785
"R_e2rTZ0budKHgO41"	"Female"	21.2257435388397	"Chinese"	"Post-secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	4	6	0.592481456
"R_e5oILm7iIEuqCEp"	"Female"	21.3639394322876	"Indian"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	2	-0.528593536
"R_e5oILm7iIEuqCEp"	"Female"	22.3271003367845	"Indian"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	3	4	-0.699305774
"R_e5oILm7iIEuqCEp"	"Female"	21.8191914153285	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	1	-0.628551447
"R_e5oILm7iIEuqCEp"	"Female"	22.1422131110914	"Indian"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	5	-0.614064863
"R_eeqkH5Npcb0l1oB"	"Female"	28.9486409002449	"Indian"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	3	5	-0.312553648
"R_eeqkH5Npcb0l1oB"	"Female"	28.862996713724	"Indian"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	4	2	-0.394071357
"R_eeqkH5Npcb0l1oB"	"Female"	28.9617416062858	"Indian"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	4	1	-0.047860037
"R_efJJHlEMiBU4Wdz"	"Female"	23.5365653101355	"Chinese"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	1	3	-0.667673699
"R_efJJHlEMiBU4Wdz"	"Female"	23.2540839242283	"Chinese"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	5	-0.552829452
"R_efJJHlEMiBU4Wdz"	"Female"	23.9122044797521	"Chinese"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	2	-0.33375077
"R_efJJHlEMiBU4Wdz"	"Female"	23.8639613620937	"Chinese"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	4	6	-0.165021924
"R_efk1Hv4mq3lkycN"	"Male"	26.543059366243	"Malay"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	1	5	-0.718869806
"R_efk1Hv4mq3lkycN"	"Male"	26.9583331405185	"Malay"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	4	1	-0.370227968
"R_eKEmvLlC0zSQpI5"	"Male"	24.2820501055103	"Indian"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	3	-0.004066642
"R_eKEmvLlC0zSQpI5"	"Male"	23.7860865409486	"Indian"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	4	4	0.248297775
"R_eKEmvLlC0zSQpI5"	"Male"	23.7693834745325	"Indian"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	4	2	0.038558249
"R_eKEmvLlC0zSQpI5"	"Male"	24.5282201057766	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	6	0.468912277
"R_eR4ft5BkH62W1S9"	"Male"	22.0431641354226	"Indian"	"University"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	4	3	-1.325580708
"R_eR4ft5BkH62W1S9"	"Male"	21.8396924366243	"Indian"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	1	4	-1.04961427
"R_eSh9GtCiwzTCupb"	"Female"	23.1256680924911	"Indian"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"30-39"	225	1	1	1.006515934
"R_eSh9GtCiwzTCupb"	"Female"	23.4673134741373	"Indian"	"University"	"Male"	"30+"	"Malay"	"University"	"30-39"	558	4	3	1.320212101
"R_eSh9GtCiwzTCupb"	"Female"	23.1227178173605	"Indian"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"30-39"	930	4	6	1.33130371
"R_eWDtWe1z4P1Y5xf"	"Female"	19.7225617960095	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	2	-0.235069505
"R_eWDtWe1z4P1Y5xf"	"Female"	20.1344059714582	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	1	-0.35288997
"R_eWDtWe1z4P1Y5xf"	"Female"	20.4293569514062	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	5	-0.26577684
"R_eWDtWe1z4P1Y5xf"	"Female"	20.2985941766761	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	4	-0.324090717
"R_eWLfMDDZi6rOob7"	"Female"	20.273769123992	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	1	-1.39890497
"R_eWLfMDDZi6rOob7"	"Female"	20.4394775831141	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	3	6	-1.26714585
"R_eWLfMDDZi6rOob7"	"Female"	20.3813622479327	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	1	3	-1.237355519
"R_eWLfMDDZi6rOob7"	"Female"	19.8415363263804	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	1	4	-1.013534786
"R_NWLIid1VrZgq2n7"	"Female"	49.8256345461123	"Indian"	"University"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	4	1	0.113114108
"R_NWLIid1VrZgq2n7"	"Female"	50.2505694310181	"Indian"	"University"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	3	2	0.183061571
"R_O1i8uSUzMqrqCbf"	"Female"	22.7929042294621	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	1	-0.492424799
"R_O1i8uSUzMqrqCbf"	"Female"	23.4922980431933	"Chinese"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	1	2	-0.467571626
"R_O1i8uSUzMqrqCbf"	"Female"	22.9663923390675	"Chinese"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	3	-0.370555636
"R_O9VhcMggVWgQuHL"	"Female"	21.4418072605506	"Chinese"	"Post-secondary"	"Male"	"30+"	"Malay"	"Secondary school"	"20-29"	965	1	4	-1.245397155
"R_O9VhcMggVWgQuHL"	"Female"	20.794210062176	"Chinese"	"Post-secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	3	6	-1.132994247
"R_O9VhcMggVWgQuHL"	"Female"	21.6983283107635	"Chinese"	"Post-secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	3	2	-1.153730922
"R_OqGBFme7CPJH7Gh"	"Male"	25.01630821242	"Indian"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	3	6	-0.558244136
"R_OqGBFme7CPJH7Gh"	"Male"	25.1751577429473	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	4	-0.412221653
"R_OqGBFme7CPJH7Gh"	"Male"	24.258807411883	"Indian"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	4	1	-0.337889906
"R_OqGBFme7CPJH7Gh"	"Male"	24.4670892528724	"Indian"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	1	2	-0.40010211
"R_OrRVxacVT8slTC9"	"Female"	18.4443694848102	"Chinese"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	4	1.094729998
"R_OrRVxacVT8slTC9"	"Female"	18.6397760010324	"Chinese"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	1	1	1.144800265
"R_OrRVxacVT8slTC9"	"Female"	19.6468390097842	"Chinese"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	3	1.365298445
"R_Owzs2yeCiq0N1YJ"	"Male"	22.6588625026401	"Indian"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	4	3	-0.080883767
"R_Owzs2yeCiq0N1YJ"	"Male"	21.7949062047992	"Indian"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	6	-0.122404526
"R_Owzs2yeCiq0N1YJ"	"Male"	22.1020206730347	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	5	-0.056996484
"R_Owzs2yeCiq0N1YJ"	"Male"	22.228314218903	"Indian"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	4	0.246514988
"R_pa95myHF2cAj1OF"	"Female"	19.9400405349676	"Chinese"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	5	0.044378605
"R_pa95myHF2cAj1OF"	"Female"	19.4870447145775	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	4	0.213671013
"R_pa95myHF2cAj1OF"	"Female"	19.941457878286	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	6	0.412059033
"R_pa95myHF2cAj1OF"	"Female"	20.0170548217837	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	1	0.605163052
"R_PCcytQ5XKNJbeRb"	"Female"	23.8868474000599	"Malay"	"University"	"Female"	"30+"	"Malay"	"University"	"30-39"	931	1	6	2.144699027
"R_pcplPMKaIAWN0Zj"	"Female"	22.6728508021217	"Indian"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	6	0.367368785
"R_pcplPMKaIAWN0Zj"	"Female"	23.5999901899137	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	3	0.41856481
"R_pcplPMKaIAWN0Zj"	"Female"	22.8576567225158	"Indian"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	1	1	0.559732143
"R_PH9YjdehVhwc74t"	"Male"	23.6450650066603	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	3	0.650010108
"R_PH9YjdehVhwc74t"	"Male"	24.180377950659	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	5	0.792116887
"R_PH9YjdehVhwc74t"	"Male"	24.054063138878	"Chinese"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	1	0.769385498
"R_phJomXnJWQFjZoR"	"Female"	21.6848007380962	"Chinese"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	5	-1.073956502
"R_phJomXnJWQFjZoR"	"Female"	20.8266478392296	"Chinese"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	3	1	-0.779902124
"R_phJomXnJWQFjZoR"	"Female"	20.7529393802397	"Chinese"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	4	-0.744265986
"R_phJomXnJWQFjZoR"	"Female"	20.9889906402677	"Chinese"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	3	-0.886209957
"R_piJBVmHG9s5sccF"	"Male"	24.3431934241205	"Indian"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	1	-1.311404345
"R_piJBVmHG9s5sccF"	"Male"	25.1075614074245	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	2	-1.112113233
"R_piJBVmHG9s5sccF"	"Male"	24.4515496298205	"Indian"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	3	4	-1.045917581
"R_piJBVmHG9s5sccF"	"Male"	24.5981192148756	"Indian"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	4	3	-1.073240069
"R_plTKvBI26mEaOjv"	"Male"	20.3456341275945	"Malay"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	1	4	-1.496503112
"R_plTKvBI26mEaOjv"	"Male"	20.4869520188775	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	3	1	-1.424171307
"R_pmF46XJUEIzZYMp"	"Female"	21.5350131733343	"Malay"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	2	-1.852999739
"R_pmF46XJUEIzZYMp"	"Female"	22.0485364782158	"Malay"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	3	6	-1.779608067
"R_pmF46XJUEIzZYMp"	"Female"	21.5192951866891	"Malay"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	1	3	-2.01653029
"R_pmF46XJUEIzZYMp"	"Female"	22.0237699490972	"Malay"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	4	1	-1.604024566
"R_pmhkfgc6dgccKFH"	"Male"	25.3337730934843	"Chinese"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Polytechnic"	"30-39"	878	1	5	1.34678472
"R_pmhkfgc6dgccKFH"	"Male"	25.4551499692723	"Chinese"	"Post-secondary"	"Female"	"20+"	"Indian"	"Polytechnic"	"30-39"	930	4	3	1.191541655
"R_pmhkfgc6dgccKFH"	"Male"	25.4205470358953	"Chinese"	"Post-secondary"	"Female"	"20+"	"Malay"	"Secondary school"	"30-39"	225	4	6	1.21229151
"R_pmhkfgc6dgccKFH"	"Male"	24.7321160940919	"Chinese"	"Post-secondary"	"Male"	"30+"	"Malay"	"University"	"30-39"	558	3	4	0.994300977
"R_PMY9j2fX7GwJV85"	"Female"	24.1387827170547	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	3	3	0.014699637
"R_PMY9j2fX7GwJV85"	"Female"	23.4791222970001	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	4	6	0.163725958
"R_PMY9j2fX7GwJV85"	"Female"	24.1065818670671	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"20-29"	937	1	1	0.178648333
"R_PNfCqMHlyrxo7e1"	"Female"	23.0400127368513	"Malay"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	1	0.744279372
"R_PNfCqMHlyrxo7e1"	"Female"	23.438628831692	"Malay"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	1	3	0.85343124
"R_PNfCqMHlyrxo7e1"	"Female"	23.5091008057352	"Malay"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	2	0.918892651
"R_PNfCqMHlyrxo7e1"	"Female"	22.6689686561469	"Malay"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	3	6	0.961741956
"R_pnpqHjO4dhrKWd3"	"Female"	21.0181656108703	"Chinese"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	5	-1.796576702
"R_pnpqHjO4dhrKWd3"	"Female"	20.6313886086456	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	2	-1.468570601
"R_pnpqHjO4dhrKWd3"	"Female"	19.9752964247949	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	1	-1.348945231
"R_pnpqHjO4dhrKWd3"	"Female"	21.5015081294812	"Chinese"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	4	4	-1.439879147
"R_pQ3cvIt0fnr7csx"	"Male"	60.7278548222501	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Polytechnic"	"30-39"	937	3	3	-0.815188705
"R_pQ3cvIt0fnr7csx"	"Male"	61.4595722062513	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"30-39"	931	1	2	-0.722519172
"R_pQ3cvIt0fnr7csx"	"Male"	60.9400395707227	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"30-39"	956	4	4	-0.417309994
"R_PTfPri9rctxbFpD"	"Female"	19.594873749977	"Malay"	"University"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	4	2	1.94808143
"R_PTfPri9rctxbFpD"	"Female"	20.4990454787388	"Malay"	"University"	"Female"	"20+"	"Malay"	"Secondary school"	"20-29"	225	3	6	1.982374876
"R_PYF3cgHhXisNt7j"	"Female"	23.7541210437659	"Indian"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	1	-0.18125369
"R_PYF3cgHhXisNt7j"	"Female"	22.6666749136057	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	1	5	-0.251732789
"R_PYF3cgHhXisNt7j"	"Female"	23.3006368463393	"Indian"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	2	0.039536653
"R_PYF3cgHhXisNt7j"	"Female"	22.625759986043	"Indian"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	6	-0.000312336
"R_PYj0Sv3F4AiNDpL"	"Male"	25.083709000377	"Chinese"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	1	0.70290827
"R_PYj0Sv3F4AiNDpL"	"Male"	26.4721056102309	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	3	4	0.865079343
"R_PYj0Sv3F4AiNDpL"	"Male"	25.4127722660545	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	1	2	1.184635849
"R_PYj0Sv3F4AiNDpL"	"Male"	25.562417129986	"Chinese"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	4	3	0.933844942
"R_pyjVvcfhaok7px7"	"Male"	22.0071326703299	"Indian"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	1	3	0.483793822
"R_pyjVvcfhaok7px7"	"Male"	22.4461650899146	"Indian"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	4	0.699553195
"R_pyjVvcfhaok7px7"	"Male"	22.0811654697638	"Indian"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	3	5	0.694838817
"R_pyjVvcfhaok7px7"	"Male"	21.9323525828775	"Indian"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	4	1	0.874971159
"R_pyNoEJRzZLMIZZT"	"Female"	24.3551803854294	"Chinese"	"University"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	3	3	0.628174679
"R_pyNoEJRzZLMIZZT"	"Female"	24.466877250094	"Chinese"	"University"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	1	6	0.490420389
"R_pyNoEJRzZLMIZZT"	"Female"	24.1455300051253	"Chinese"	"University"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	1	0.552454375
"R_PZ1Zh9xoGPKQakh"	"Female"	19.4135147758294	"Indian"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	4	1	0.073449037
"R_PZ1Zh9xoGPKQakh"	"Female"	18.9523148254491	"Indian"	"Post-secondary"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	3	6	0.312062596
"R_PZ1Zh9xoGPKQakh"	"Female"	19.0390459715389	"Indian"	"Post-secondary"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	3	4	0.208599117
"R_PZ1Zh9xoGPKQakh"	"Female"	18.7336184442975	"Indian"	"Post-secondary"	"Female"	"20+"	"Indian"	"Polytechnic"	"20-29"	930	4	3	0.154803926
"R_pz65mHaoFwbumS5"	"Male"	20.7287703568581	"Indian"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"30-39"	990	1	5	1.676013953
"R_pz65mHaoFwbumS5"	"Male"	20.216925929673	"Indian"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"30-39"	1014	1	3	1.955744399
"R_pz65mHaoFwbumS5"	"Male"	21.0446398840751	"Indian"	"Post-secondary"	"Male"	"20+"	"Chinese"	"University"	"30-39"	866	4	1	1.805519052
"R_pz65mHaoFwbumS5"	"Male"	20.0040277320426	"Indian"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"30-39"	911	3	6	1.773166706
"R_Q4IWY0DJT8Gct21"	"Female"	20.3446378757711	"Chinese"	"University"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	4	5	1.412461747
"R_Q4IWY0DJT8Gct21"	"Female"	19.9015473495703	"Chinese"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	1	3	1.57744571
"R_Q4IWY0DJT8Gct21"	"Female"	20.2212426913437	"Chinese"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	3	6	1.282901562
"R_Qfvo8hncCbMjlU5"	"Female"	52.2405554787256	"Chinese"	"University"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	3	6	1.939272374
"R_QgMTPVhxaKlNJ73"	"Male"	22.6791993659455	"Indian"	"University"	"Male"	"20+"	"Chinese"	"Secondary school"	"20-29"	400	1	1	-0.575048424
"R_QgMTPVhxaKlNJ73"	"Male"	23.0662154648453	"Indian"	"University"	"Female"	"30+"	"Malay"	"University"	"20-29"	931	3	2	-0.65293328
"R_QgMTPVhxaKlNJ73"	"Male"	23.2216205722652	"Indian"	"University"	"Female"	"30+"	"Indian"	"University"	"20-29"	956	3	5	-0.512423018
"R_Qh2x1XZuTWtG8q5"	"Male"	23.9817136591766	"Chinese"	"Post-secondary"	"Male"	"20+"	"Chinese"	"Polytechnic"	"20-29"	878	3	5	-0.708429294
"R_Qh2x1XZuTWtG8q5"	"Male"	23.1743226389401	"Chinese"	"Post-secondary"	"Male"	"30+"	"Indian"	"Secondary school"	"20-29"	962	1	2	-0.69305567
"R_Qh2x1XZuTWtG8q5"	"Male"	23.8310439116322	"Chinese"	"Post-secondary"	"Male"	"30+"	"Malay"	"University"	"20-29"	558	1	3	-0.92810494
"R_Qj08q17y3z1Q02B"	"Male"	31.348187460145	"Indian"	"University"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	1	3	0.15993317
"R_Qj08q17y3z1Q02B"	"Male"	31.0735378910787	"Indian"	"University"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	3	5	0.50658087
"R_Qj08q17y3z1Q02B"	"Male"	31.3012584656011	"Indian"	"University"	"Male"	"20+"	"Chinese"	"University"	"20-29"	866	3	2	0.36376494
"R_Qj08q17y3z1Q02B"	"Male"	30.9512490422465	"Indian"	"University"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	6	0.469851253
"R_QlJ1owE2dpliERr"	"Male"	24.5506560318638	"Malay"	"Post-secondary"	"Male"	"20+"	"Malay"	"Polytechnic"	"20-29"	990	1	1	-0.487316772
"R_QlJ1owE2dpliERr"	"Male"	24.6611185622867	"Malay"	"Post-secondary"	"Male"	"20+"	"Indian"	"University"	"20-29"	1014	1	5	-0.090820165
"R_QlJ1owE2dpliERr"	"Male"	24.0906029235572	"Malay"	"Post-secondary"	"Female"	"30+"	"Chinese"	"Secondary school"	"20-29"	694	4	6	-0.205134944
"R_QlJ1owE2dpliERr"	"Male"	25.6760896619875	"Malay"	"Post-secondary"	"Female"	"30+"	"Malay"	"Polytechnic"	"20-29"	911	3	3	-0.174040631
"R_QndkPuNX9qHPVcd"	"Female"	22.2417570850812	"Indian"	"Post-secondary"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	4	1	1.163698521
"R_QndkPuNX9qHPVcd"	"Female"	21.9866265267599	"Indian"	"Post-secondary"	"Male"	"30+"	"Chinese"	"University"	"20-29"	832	3	5	1.26400379
"R_QndkPuNX9qHPVcd"	"Female"	22.331992276758	"Indian"	"Post-secondary"	"Female"	"20+"	"Indian"	"Secondary school"	"20-29"	446	1	3	1.234827545
"R_Qon0IVBOeyC8OSR"	"Male"	62.5526714145206	"Malay"	"Secondary"	"Female"	"30+"	"Chinese"	"Polytechnic"	"30-39"	937	1	4	-0.359149538
"R_Qon0IVBOeyC8OSR"	"Male"	62.319959245529	"Malay"	"Secondary"	"Female"	"30+"	"Indian"	"University"	"30-39"	956	1	5	-0.104334411
"R_Qon0IVBOeyC8OSR"	"Male"	63.6037974966224	"Malay"	"Secondary"	"Male"	"20+"	"Chinese"	"Secondary school"	"30-39"	400	3	2	0.064322253
"R_Qon0IVBOeyC8OSR"	"Male"	63.0049938764889	"Malay"	"Secondary"	"Female"	"30+"	"Malay"	"University"	"30-39"	931	4	3	0.13901224
"R_qQL0CMOyyYLMXW9"	"Female"	20.0436042372603	"Indian"	"Post-secondary"	"Male"	"30+"	"Indian"	"Polytechnic"	"20-29"	936	4	2	-1.202816624
