ResponseId	S.Gender	S.Ethnicity	S.Education	S.AgeGroup	P.Gender	P.Ethnicity	P.Education	P.Age	Speaker	Sentence	Loop	RC1	RC2	RC3	RC4
R_1NE64iDCgXv0d08	Male	Chinese	University	20+	Female	Chinese	University	21	866	3	5	-0.258172502	1.470628704	-0.164413996	1.263959053
R_1NE64iDCgXv0d08	Female	Indian	Secondary school	30+	Female	Chinese	University	21	664	5	6	-0.351351056	-1.656272682	0.526314251	-1.140525665
R_1DMaeeE3SSPCtGl	Female	Malay	University	20+	Male	Indian	Post-secondary	25	532	5	1	-0.143304086	0.626772978	-0.451361501	-0.914736394
R_1DMaeeE3SSPCtGl	Female	Indian	Secondary school	20+	Male	Indian	Post-secondary	25	446	5	2	-0.493449798	-1.031863395	-0.018742375	-0.47487589
R_1DMaeeE3SSPCtGl	Male	Chinese	University	30+	Male	Indian	Post-secondary	25	832	1	3	-0.506897554	0.675755147	-1.274224876	-0.016070346
R_1DMaeeE3SSPCtGl	Male	Indian	Polytechnic	30+	Male	Indian	Post-secondary	25	936	4	4	0.847816526	0.602199681	0.837586462	1.127452229
R_1DMaeeE3SSPCtGl	Female	Chinese	Polytechnic	20+	Male	Indian	Post-secondary	25	818	4	5	0.794297186	1.793965509	0.360932479	1.876768229
R_1DMaeeE3SSPCtGl	Male	Malay	Secondary school	30+	Male	Indian	Post-secondary	25	965	2	6	0.265290367	-0.118433727	0.240733297	-0.145124524
R_UPXPNgSErwjPtaV	Male	Malay	Secondary school	30+	Female	Malay	University	22	965	4	1	-0.481677308	0.456187076	1.479919373	-0.024630026
R_UPXPNgSErwjPtaV	Female	Malay	University	20+	Female	Malay	University	22	532	2	2	-1.000495526	-0.023054002	0.191420298	0.105247462
R_UPXPNgSErwjPtaV	Female	Indian	Secondary school	20+	Female	Malay	University	22	446	5	3	0.911249255	0.540810167	0.29653495	-0.909612395
R_UPXPNgSErwjPtaV	Male	Indian	Polytechnic	30+	Female	Malay	University	22	936	1	4	-0.728688642	0.400273299	0.143184607	-0.281780399
R_UPXPNgSErwjPtaV	Female	Chinese	Polytechnic	20+	Female	Malay	University	22	818	1	5	0.213125025	-0.667382976	0.633883236	0.010762957
R_UPXPNgSErwjPtaV	Male	Chinese	University	30+	Female	Malay	University	22	832	3	6	0.926990436	0.427782951	0.910277188	0.016504148
R_1pLGDZ5aORVHpJ7	Male	Chinese	Secondary school	20+	Female	Chinese	Post-secondary	23	400	2	1	-0.574762958	-0.030815549	-0.915107105	-0.159443366
R_1pLGDZ5aORVHpJ7	Female	Malay	University	30+	Female	Chinese	Post-secondary	23	931	4	2	-0.138819007	-0.475690246	-0.999428633	0.009049036
R_1pLGDZ5aORVHpJ7	Male	Indian	Polytechnic	20+	Female	Chinese	Post-secondary	23	618	3	3	-0.40387483	-0.157737743	-0.863365073	-0.169674493
R_1pLGDZ5aORVHpJ7	Female	Indian	University	30+	Female	Chinese	Post-secondary	23	956	1	4	-0.170160051	0.171718308	-0.520322914	-0.004672419
R_1pLGDZ5aORVHpJ7	Male	Malay	Secondary school	20+	Female	Chinese	Post-secondary	23	613	1	5	-3.27598149	-3.176289785	-2.647571339	-1.82269538
R_1pLGDZ5aORVHpJ7	Female	Chinese	Polytechnic	30+	Female	Chinese	Post-secondary	23	937	3	6	0.225819268	-0.505628567	0.279726542	0.531111122
R_1dvufT48fzhuzKf	Female	Malay	University	20+	Male	Chinese	Post-secondary	26	532	2	1	-0.886409103	-0.169397018	-0.984900451	-0.072682299
R_1dvufT48fzhuzKf	Male	Malay	Secondary school	30+	Male	Chinese	Post-secondary	26	965	1	2	0.447134371	-0.188008147	-0.231798703	0.087767005
R_1dvufT48fzhuzKf	Male	Indian	Polytechnic	30+	Male	Chinese	Post-secondary	26	936	2	3	-0.554255119	-0.325409809	-0.577731162	-0.578056478
R_1dvufT48fzhuzKf	Female	Indian	Secondary school	20+	Male	Chinese	Post-secondary	26	446	4	4	-2.330178536	-1.396680994	-0.403555753	-1.411127512
R_1dvufT48fzhuzKf	Male	Chinese	University	30+	Male	Chinese	Post-secondary	26	832	3	5	-2.541559802	-0.944690942	-2.193845485	-0.529713332
R_1dvufT48fzhuzKf	Female	Chinese	Polytechnic	20+	Male	Chinese	Post-secondary	26	818	4	6	-1.604785457	0.260131055	-1.116235253	0.319634304
R_25zHOohxGkJbseN	Female	Indian	University	30+	Male	Chinese	University	52	956	1	1	-0.472607535	0.4038232	-0.933439322	-1.090234476
R_25zHOohxGkJbseN	Female	Chinese	Polytechnic	30+	Male	Chinese	University	52	937	3	2	-0.254660681	-0.453536071	-0.399967549	-0.881373329
R_25zHOohxGkJbseN	Male	Chinese	Secondary school	20+	Male	Chinese	University	52	400	2	3	-0.896704956	-0.613610202	-0.202486981	-0.529910317
R_25zHOohxGkJbseN	Female	Malay	University	30+	Male	Chinese	University	52	931	1	4	-0.244549544	-0.263993508	-0.751025494	-0.045640846
R_25zHOohxGkJbseN	Male	Indian	Polytechnic	20+	Male	Chinese	University	52	618	4	5	-0.020126147	-0.032584579	-0.187254919	-0.964796313
R_25zHOohxGkJbseN	Male	Malay	Secondary school	20+	Male	Chinese	University	52	613	4	6	-0.827832178	-0.002108949	-0.830122997	-0.81326947
R_r6JuHDBZw9Z1Mzf	Male	Chinese	Polytechnic	20+	Female	Chinese	University	21	878	4	1	-0.952121842	0.830082183	0.451764223	1.429975602
R_r6JuHDBZw9Z1Mzf	Male	Indian	Secondary school	30+	Female	Chinese	University	21	962	3	2	0.916133302	0.346682279	0.542622384	-1.435818425
R_r6JuHDBZw9Z1Mzf	Female	Chinese	University	20+	Female	Chinese	University	21	239	5	3	0.637268113	0.011480348	0.457290951	-0.608508331
R_r6JuHDBZw9Z1Mzf	Female	Malay	Secondary school	20+	Female	Chinese	University	21	225	1	4	1.445629856	0.954279469	0.219150619	0.842373398
R_r6JuHDBZw9Z1Mzf	Female	Indian	Polytechnic	20+	Female	Chinese	University	21	930	1	5	-1.735773219	1.214053739	-1.598032171	1.126954662
R_r6JuHDBZw9Z1Mzf	Male	Malay	University	30+	Female	Chinese	University	21	558	2	6	-0.371861054	-1.210050548	-0.012621974	-1.628839317
R_1pxJkpyYWLl4xes	Female	Chinese	Secondary school	30+	Male	Malay	University	26	694	1	1	-0.234154007	-0.472852592	-0.79982361	-0.095352711
R_1pxJkpyYWLl4xes	Female	Indian	Secondary school	30+	Male	Malay	University	26	664	2	2	0.812454694	-0.041436953	1.103796253	0.925677457
R_1pxJkpyYWLl4xes	Male	Malay	Polytechnic	20+	Male	Malay	University	26	990	4	3	-0.590062969	-0.570974791	-0.048309888	0.133781633
R_1pxJkpyYWLl4xes	Female	Malay	Polytechnic	30+	Male	Malay	University	26	911	3	4	0.6494983	-0.479170478	-0.070495742	0.418120992
R_1pxJkpyYWLl4xes	Male	Indian	University	20+	Male	Malay	University	26	1014	3	5	-0.786836772	0.308091424	-0.238245648	0.694398669
R_1pxJkpyYWLl4xes	Male	Chinese	University	20+	Male	Malay	University	26	866	2	6	-0.618703615	0.836935567	0.126899894	1.881372567
R_2e2MOGomqQALX4w	Male	Malay	University	30+	Male	Chinese	University	25	558	3	1	-0.751516178	-0.792481482	-0.584571321	-1.323768337
R_2e2MOGomqQALX4w	Female	Indian	Polytechnic	20+	Male	Chinese	University	25	930	1	2	-0.185726157	-1.103985278	-0.511830236	0.588070615
R_2e2MOGomqQALX4w	Male	Chinese	Polytechnic	20+	Male	Chinese	University	25	878	4	3	-0.218810044	0.543966715	0.16718294	0.97992817
R_2e2MOGomqQALX4w	Female	Malay	Secondary school	20+	Male	Chinese	University	25	225	2	4	0.202117142	-0.469183175	0.148981365	0.200922119
R_2e2MOGomqQALX4w	Male	Indian	Secondary school	30+	Male	Chinese	University	25	962	4	5	-0.799028035	-1.330087989	0.024489812	0.330685267
R_2e2MOGomqQALX4w	Female	Chinese	University	20+	Male	Chinese	University	25	239	1	6	0.111505978	0.116395096	0.045021297	0.078064081
R_3pnZi3ExJQTAIpa	Female	Indian	University	30+	Male	Malay	University	23	956	4	1	0.013970905	-0.004073456	-0.215837319	0.164674577
R_3pnZi3ExJQTAIpa	Female	Malay	University	30+	Male	Malay	University	23	931	2	2	0.803186101	-0.52436832	0.387935869	-0.160831535
R_3pnZi3ExJQTAIpa	Male	Chinese	Secondary school	20+	Male	Malay	University	23	400	4	3	-1.035651693	0.673924371	-0.732471551	0.249445444
R_3pnZi3ExJQTAIpa	Male	Malay	Secondary school	20+	Male	Malay	University	23	613	1	4	0.839161122	-1.15786578	0.519393742	-0.050953757
R_3pnZi3ExJQTAIpa	Male	Indian	Polytechnic	20+	Male	Malay	University	23	618	2	5	-1.415901461	0.244990973	-0.941876549	0.611406673
R_3pnZi3ExJQTAIpa	Female	Chinese	Polytechnic	30+	Male	Malay	University	23	937	3	6	0.011431823	0.276237723	0.042236778	-0.128961138
R_2Rb1es7F4Ipk6Qb	Male	Malay	Secondary school	30+	Male	Indian	University	25	965	4	1	-0.836516366	-1.537706424	0.709010411	-0.475506893
R_2Rb1es7F4Ipk6Qb	Male	Indian	Polytechnic	30+	Male	Indian	University	25	936	2	2	-0.801833488	0.283981719	-0.85974398	-0.345465628
R_2Rb1es7F4Ipk6Qb	Male	Chinese	University	30+	Male	Indian	University	25	832	2	3	-0.264842626	-0.092419773	-1.057905199	-0.495989079
R_2Rb1es7F4Ipk6Qb	Female	Indian	Secondary school	20+	Male	Indian	University	25	446	4	4	-0.782428545	-0.62756313	-0.924327737	-2.040005894
R_2Rb1es7F4Ipk6Qb	Female	Malay	University	20+	Male	Indian	University	25	532	1	5	-0.75416327	-0.349356019	-0.349563804	-0.569512896
R_2Rb1es7F4Ipk6Qb	Female	Chinese	Polytechnic	20+	Male	Indian	University	25	818	3	6	-0.891715691	0.398383003	-0.303093259	0.134784851
R_1jYVBFreyOa96Mp	Male	Malay	Secondary school	30+	Female	Malay	University	23	965	4	1	0.483258749	-0.914522651	0.60691841	1.237381861
R_1jYVBFreyOa96Mp	Female	Chinese	Polytechnic	20+	Female	Malay	University	23	818	3	2	0.23491243	0.871831965	-1.051595767	1.263863519
R_1jYVBFreyOa96Mp	Male	Chinese	University	30+	Female	Malay	University	23	832	1	3	-2.337973904	0.029674816	-1.180542878	-0.655140659
R_1jYVBFreyOa96Mp	Female	Indian	Secondary school	20+	Female	Malay	University	23	446	4	4	0.448838852	-1.096969006	0.275978967	0.722915934
R_1jYVBFreyOa96Mp	Male	Indian	Polytechnic	30+	Female	Malay	University	23	936	3	5	0.188317719	0.284242974	0.556026089	0.882260783
R_1jYVBFreyOa96Mp	Female	Malay	University	20+	Female	Malay	University	23	532	2	6	1.051474489	0.603317784	1.975972898	0.150090332
R_dhARrUlUpnnoRY5	Male	Indian	University	20+	Female	Chinese	University	21	1014	1	1	0.465172973	0.40934972	-0.716078452	0.294438927
R_dhARrUlUpnnoRY5	Male	Malay	Polytechnic	20+	Female	Chinese	University	21	990	3	2	-0.345791331	-1.54165919	-1.046815399	-1.430603354
R_dhARrUlUpnnoRY5	Female	Malay	Polytechnic	30+	Female	Chinese	University	21	911	1	3	0.218631428	-0.678645008	-0.661110177	-0.577466332
R_dhARrUlUpnnoRY5	Female	Indian	Secondary school	30+	Female	Chinese	University	21	664	2	4	-0.0659651	-0.969228103	-0.323326994	-1.217284677
R_dhARrUlUpnnoRY5	Male	Chinese	University	20+	Female	Chinese	University	21	866	2	5	0.207291691	-0.060419887	-1.573090942	-0.115626177
R_dhARrUlUpnnoRY5	Female	Chinese	Secondary school	30+	Female	Chinese	University	21	694	4	6	0.593148683	-1.093539578	0.310946912	-0.352953049
R_3m8XJPUxFAyZKQB	Female	Chinese	Polytechnic	30+	Male	Chinese	Post-secondary	19	937	2	1	1.820701993	0.527553816	0.738528065	0.328695153
R_3m8XJPUxFAyZKQB	Female	Malay	University	30+	Male	Chinese	Post-secondary	19	931	3	2	0.147853938	0.312193687	-0.393739162	-0.247065353
R_3m8XJPUxFAyZKQB	Male	Malay	Secondary school	20+	Male	Chinese	Post-secondary	19	613	4	3	0.390253581	-0.127250325	0.29382922	0.006456668
R_3m8XJPUxFAyZKQB	Male	Indian	Polytechnic	20+	Male	Chinese	Post-secondary	19	618	3	4	0.621130134	0.87434102	0.487924266	0.908204001
R_3m8XJPUxFAyZKQB	Female	Indian	University	30+	Male	Chinese	Post-secondary	19	956	4	5	0.496965039	0.396006178	-0.208871805	0.616376347
R_3m8XJPUxFAyZKQB	Male	Chinese	Secondary school	20+	Male	Chinese	Post-secondary	19	400	1	6	0.416959054	0.094202006	0.089607071	-0.003298416
R_yOVqPPoqc1R999T	Male	Chinese	Secondary school	20+	Male	Chinese	University	23	400	2	1	-1.889295466	1.1884644	1.62409382	1.896733046
R_yOVqPPoqc1R999T	Female	Chinese	Polytechnic	30+	Male	Chinese	University	23	937	3	2	-2.397195713	0.24573575	-0.861989173	-0.95686243
R_yOVqPPoqc1R999T	Male	Indian	Polytechnic	20+	Male	Chinese	University	23	618	4	3	2.173181973	0.807465397	-1.124883063	0.962920177
R_yOVqPPoqc1R999T	Female	Indian	University	30+	Male	Chinese	University	23	956	2	4	2.442460215	1.472380234	1.552388169	1.985055756
R_yOVqPPoqc1R999T	Female	Malay	University	30+	Male	Chinese	University	23	931	1	5	-2.72863304	1.261024821	-2.890188002	-2.2847375
R_yOVqPPoqc1R999T	Male	Malay	Secondary school	20+	Male	Chinese	University	23	613	4	6	0.63945353	-2.527712172	0.967288582	-0.155895524
R_2YfYl9V2zlPNy7A	Male	Chinese	Polytechnic	20+	Male	Malay	University	25	878	4	1	-0.150454177	1.825190808	0.856120416	1.865742466
R_2YfYl9V2zlPNy7A	Female	Indian	Polytechnic	20+	Male	Malay	University	25	930	1	2	1.623466058	-0.059030011	2.241944767	0.119407126
R_2YfYl9V2zlPNy7A	Female	Chinese	University	20+	Male	Malay	University	25	239	2	3	1.174633169	1.704706845	1.989939991	1.455540791
R_2YfYl9V2zlPNy7A	Male	Malay	University	30+	Male	Malay	University	25	558	3	4	0.180667249	-0.165001112	-0.414194639	-0.175138508
R_2YfYl9V2zlPNy7A	Male	Indian	Secondary school	30+	Male	Malay	University	25	962	2	5	-0.340039499	-0.585854388	-0.008681594	1.083131108
R_2YfYl9V2zlPNy7A	Female	Malay	Secondary school	20+	Male	Malay	University	25	225	1	6	1.297820523	1.959126299	2.331754718	1.776483203
R_1Q4QcN0DEycdLc3	Male	Indian	Secondary school	30+	Female	Indian	University	24	962	3	1	-0.821418247	-2.313698087	0.18636812	0.081069754
R_1Q4QcN0DEycdLc3	Female	Malay	Secondary school	20+	Female	Indian	University	24	225	2	2	0.764518874	-0.783724164	-0.321238758	-0.476213673
R_1Q4QcN0DEycdLc3	Female	Chinese	University	20+	Female	Indian	University	24	239	4	3	-0.848268463	-0.15825325	-0.674841112	0.30480252
R_1Q4QcN0DEycdLc3	Female	Indian	Polytechnic	20+	Female	Indian	University	24	930	2	4	-0.12591411	-0.41654083	-0.189132934	-0.022805223
R_1Q4QcN0DEycdLc3	Male	Chinese	Polytechnic	20+	Female	Indian	University	24	878	1	5	-0.031367244	0.6530544	-0.107697814	-0.158716934
R_1Q4QcN0DEycdLc3	Male	Malay	University	30+	Female	Indian	University	24	558	3	6	-0.423447471	-0.409627422	-0.008411781	-0.860410005
R_3elSHZBUW9O3vnA	Male	Chinese	Secondary school	20+	Female	Malay	University	24	400	3	1	-1.159760936	0.444060596	-0.667277682	1.430482807
R_3elSHZBUW9O3vnA	Male	Indian	Polytechnic	20+	Female	Malay	University	24	618	4	2	0.748570922	1.809975953	-0.472606283	1.484459894
R_3elSHZBUW9O3vnA	Female	Chinese	Polytechnic	30+	Female	Malay	University	24	937	2	3	1.426110464	-0.823051481	0.017065845	-0.046015208
R_3elSHZBUW9O3vnA	Female	Indian	University	30+	Female	Malay	University	24	956	2	4	0.920805277	0.139912343	0.561056566	0.664406835
R_3elSHZBUW9O3vnA	Male	Malay	Secondary school	20+	Female	Malay	University	24	613	4	5	1.066180096	-1.248423133	0.370433486	-0.468617542
R_3elSHZBUW9O3vnA	Female	Malay	University	30+	Female	Malay	University	24	931	1	6	1.445090723	-0.673056827	0.162616401	-1.263201521
R_ZmB6vH5UMrcSWMV	Male	Malay	Polytechnic	20+	Female	Chinese	Secondary	19	990	3	1	0.511063647	0.274724647	1.645345631	1.331320272
R_ZmB6vH5UMrcSWMV	Female	Indian	Secondary school	30+	Female	Chinese	Secondary	19	664	1	2	1.450489853	1.102570225	0.983190759	0.95127343
R_ZmB6vH5UMrcSWMV	Female	Chinese	Secondary school	30+	Female	Chinese	Secondary	19	694	4	3	1.372594823	1.539186468	0.327693114	0.872416516
R_ZmB6vH5UMrcSWMV	Female	Malay	Polytechnic	30+	Female	Chinese	Secondary	19	911	2	4	0.892484567	0.388207209	1.361734011	0.785283054
R_ZmB6vH5UMrcSWMV	Male	Chinese	University	20+	Female	Chinese	Secondary	19	866	1	5	1.677920019	0.773995342	0.578915091	0.826200715
R_ZmB6vH5UMrcSWMV	Male	Indian	University	20+	Female	Chinese	Secondary	19	1014	2	6	0.896797564	0.113251013	0.324941307	1.658812519
R_1ISGX0Yhb4lyLMK	Male	Chinese	Polytechnic	20+	Male	Chinese	Post-secondary	21	878	3	1	-0.219627813	-0.067859978	-1.643496789	-0.463873284
R_1ISGX0Yhb4lyLMK	Male	Malay	University	30+	Male	Chinese	Post-secondary	21	558	2	2	-0.618254916	-0.101551657	-0.427152238	0.30254623
R_1ISGX0Yhb4lyLMK	Male	Indian	Secondary school	30+	Male	Chinese	Post-secondary	21	962	4	3	-0.897804212	-0.205702344	0.288054365	-0.415468666
R_1ISGX0Yhb4lyLMK	Female	Chinese	University	20+	Male	Chinese	Post-secondary	21	239	1	5	-1.314545126	-0.079924095	-0.720825449	-0.424142833
R_3MzjzGXlFm6enMG	Female	Chinese	Polytechnic	30+	Female	Malay	University	22	937	3	1	1.515882464	1.200078535	0.457652244	1.522405518
R_3MzjzGXlFm6enMG	Male	Indian	Polytechnic	20+	Female	Malay	University	22	618	2	2	0.935146424	0.566365269	1.474424371	1.222688247
R_3MzjzGXlFm6enMG	Male	Chinese	Secondary school	20+	Female	Malay	University	22	400	4	3	0.526669668	1.17445153	0.338691395	0.772077842
R_3MzjzGXlFm6enMG	Male	Malay	Secondary school	20+	Female	Malay	University	22	613	2	4	1.624113648	0.354794842	1.008462185	0.85973292
R_3MzjzGXlFm6enMG	Female	Indian	University	30+	Female	Malay	University	22	956	3	5	0.791170052	0.64901056	0.962153304	1.138075099
R_3MzjzGXlFm6enMG	Female	Malay	University	30+	Female	Malay	University	22	931	1	6	1.638775604	0.463295472	1.529862392	1.080649937
R_3R26oCtKhU9TSdg	Male	Chinese	University	30+	Female	Indian	University	20	832	1	1	-0.945463022	-1.922708384	-0.028618399	-0.386661463
R_3R26oCtKhU9TSdg	Female	Malay	University	20+	Female	Indian	University	20	532	5	2	-0.495857449	0.22904273	0.814174001	-0.033513421
R_3R26oCtKhU9TSdg	Female	Indian	Secondary school	20+	Female	Indian	University	20	446	1	3	0.806407607	-0.490920865	0.651952478	0.559450095
R_3R26oCtKhU9TSdg	Male	Malay	Secondary school	30+	Female	Indian	University	20	965	2	4	0.709748063	-1.805391112	0.345221675	0.052428494
R_3R26oCtKhU9TSdg	Female	Chinese	Polytechnic	20+	Female	Indian	University	20	818	4	5	0.857624559	1.233718137	1.058895048	1.302051318
R_3R26oCtKhU9TSdg	Male	Indian	Polytechnic	30+	Female	Indian	University	20	936	4	6	0.079519595	0.065788885	0.333333829	-0.076096771
R_3nNvX0fzUhfBvzh	Female	Malay	University	30+	Male	Indian	Post-secondary	20	931	4	1	0.306173419	-0.558599455	-1.406806364	-0.23884637
R_3nNvX0fzUhfBvzh	Male	Malay	Secondary school	20+	Male	Indian	Post-secondary	20	613	3	2	0.386051539	-1.366651971	0.605166984	-0.439254024
R_3nNvX0fzUhfBvzh	Male	Indian	Polytechnic	20+	Male	Indian	Post-secondary	20	618	2	3	0.160106322	1.016611523	0.047135717	0.459596086
R_3nNvX0fzUhfBvzh	Female	Chinese	Polytechnic	30+	Male	Indian	Post-secondary	20	937	2	4	0.160887931	-0.355625786	-0.404802536	-0.904862187
R_3nNvX0fzUhfBvzh	Male	Chinese	Secondary school	20+	Male	Indian	Post-secondary	20	400	1	5	0.611752943	0.145365874	0.358641219	-1.156165146
R_3nNvX0fzUhfBvzh	Female	Indian	University	30+	Male	Indian	Post-secondary	20	956	4	6	2.552241914	1.720673829	2.102847148	1.218148722
R_2Qy4rG2sFZm9jay	Male	Chinese	University	30+	Female	Chinese	University	25	832	3	1	-1.421380029	-1.717634055	-1.018825376	-1.164583866
R_2Qy4rG2sFZm9jay	Female	Malay	University	20+	Female	Chinese	University	25	532	1	2	0.596213668	-0.134702112	0.236672203	0.681360281
R_2Qy4rG2sFZm9jay	Male	Malay	Secondary school	30+	Female	Chinese	University	25	965	4	3	-1.762208139	-1.84595914	-1.757635752	-1.908667232
R_2Qy4rG2sFZm9jay	Female	Indian	Secondary school	20+	Female	Chinese	University	25	446	1	4	-0.903789016	-1.266388379	-0.915249891	-1.537367675
R_2Qy4rG2sFZm9jay	Male	Indian	Polytechnic	30+	Female	Chinese	University	25	936	3	5	1.066277099	1.259873846	1.285061958	1.170758714
R_2Qy4rG2sFZm9jay	Female	Chinese	Polytechnic	20+	Female	Chinese	University	25	818	2	6	0.864471328	1.19619169	1.555696601	1.121157164
R_1MY87iKpRPz5Lk1	Male	Malay	Polytechnic	20+	Male	Chinese	University	24	990	2	1	1.546659181	0.987542173	1.684717323	-0.318783397
R_1MY87iKpRPz5Lk1	Male	Indian	University	20+	Male	Chinese	University	24	1014	3	2	0.079493969	1.502339323	1.285581674	1.237754398
R_1MY87iKpRPz5Lk1	Female	Indian	Secondary school	30+	Male	Chinese	University	24	664	1	3	0.667318966	-0.305224633	1.403244372	0.63965839
R_1MY87iKpRPz5Lk1	Female	Malay	Polytechnic	30+	Male	Chinese	University	24	911	4	4	2.313785194	1.321034912	1.963428654	0.149188529
R_1MY87iKpRPz5Lk1	Male	Chinese	University	20+	Male	Chinese	University	24	866	3	5	0.97691757	0.313502834	0.818762785	0.996371826
R_1MY87iKpRPz5Lk1	Female	Chinese	Secondary school	30+	Male	Chinese	University	24	694	1	6	0.82254884	0.576278874	1.958614746	0.929642206
R_3Ph3Ca4hX3SucS6	Male	Malay	Polytechnic	20+	Female	Chinese	University	30	990	4	1	-1.391561798	0.953133791	-1.261299064	-0.02127382
R_3Ph3Ca4hX3SucS6	Male	Chinese	University	20+	Female	Chinese	University	30	866	3	2	-0.015740239	-1.033440199	0.036636151	-0.511818092
R_3Ph3Ca4hX3SucS6	Female	Indian	Secondary school	30+	Female	Chinese	University	30	664	1	3	0.851079023	-0.899673651	0.297709792	-0.720333575
R_3Ph3Ca4hX3SucS6	Female	Malay	Polytechnic	30+	Female	Chinese	University	30	911	2	4	-0.08129415	-0.597383444	0.08174124	-1.292267815
R_3Ph3Ca4hX3SucS6	Female	Chinese	Secondary school	30+	Female	Chinese	University	30	694	1	5	0.852596133	-0.224621829	0.72725948	-1.50270058
R_3Ph3Ca4hX3SucS6	Male	Indian	University	20+	Female	Chinese	University	30	1014	4	6	-0.868948525	0.813127655	-1.559264953	0.791326203
R_wXgtOujOOAJPvUJ	Male	Indian	Polytechnic	20+	Female	Chinese	University	25	618	2	1	0.725236237	-1.089997014	0.674248326	-0.69915951
R_wXgtOujOOAJPvUJ	Female	Indian	University	30+	Female	Chinese	University	25	956	4	2	0.38373502	1.887034525	0.219423657	1.589031446
R_wXgtOujOOAJPvUJ	Male	Malay	Secondary school	20+	Female	Chinese	University	25	613	2	3	1.474362114	-1.822972202	0.953082405	-1.273671972
R_wXgtOujOOAJPvUJ	Female	Malay	University	30+	Female	Chinese	University	25	931	3	4	-1.337330915	-0.638980661	-0.380740914	1.051420946
R_wXgtOujOOAJPvUJ	Male	Chinese	Secondary school	20+	Female	Chinese	University	25	400	1	5	2.183201093	0.681420068	1.805749558	0.082448264
R_wXgtOujOOAJPvUJ	Female	Chinese	Polytechnic	30+	Female	Chinese	University	25	937	4	6	2.439484442	0.510385697	2.136542979	1.375728997
R_pmhkfgc6dgccKFH	Male	Indian	Secondary school	30+	Male	Chinese	Post-secondary	25	962	2	1	-0.882100306	-0.120726218	-0.790169919	0.006936088
R_pmhkfgc6dgccKFH	Female	Chinese	University	20+	Male	Chinese	Post-secondary	25	239	2	2	-0.613918156	1.123013888	-0.117203933	1.160286217
R_pmhkfgc6dgccKFH	Female	Indian	Polytechnic	20+	Male	Chinese	Post-secondary	25	930	4	3	0.958249925	-0.037414746	1.912265586	2.227697151
R_pmhkfgc6dgccKFH	Male	Malay	University	30+	Male	Chinese	Post-secondary	25	558	3	4	-0.646365414	-1.290737806	-1.726518396	-0.998348052
R_pmhkfgc6dgccKFH	Male	Chinese	Polytechnic	20+	Male	Chinese	Post-secondary	25	878	1	5	1.907868866	1.646871751	2.029898311	1.572119
R_pmhkfgc6dgccKFH	Female	Malay	Secondary school	20+	Male	Chinese	Post-secondary	25	225	4	6	1.402636221	0.440380949	1.070009611	0.223634269
R_1BXxsR2PrkQQq7E	Female	Indian	University	30+	Male	Malay	University	25	956	3	1	1.178401471	-0.287229412	0.547120616	0.643309835
R_1BXxsR2PrkQQq7E	Male	Chinese	Secondary school	20+	Male	Malay	University	25	400	2	2	-1.13400275	-0.912091287	-0.979048111	0.364396523
R_1BXxsR2PrkQQq7E	Male	Malay	Secondary school	20+	Male	Malay	University	25	613	1	3	1.376186315	-1.75283161	0.01085634	0.033536959
R_1BXxsR2PrkQQq7E	Male	Indian	Polytechnic	20+	Male	Malay	University	25	618	4	4	0.423736643	1.445391721	0.544123027	1.160911511
R_1BXxsR2PrkQQq7E	Female	Chinese	Polytechnic	30+	Male	Malay	University	25	937	3	5	1.746149256	-0.237589565	0.702996006	-0.752403915
R_1BXxsR2PrkQQq7E	Female	Malay	University	30+	Male	Malay	University	25	931	4	6	0.226196141	-1.744150459	-0.177625758	-1.070938927
R_1k1gZuSJo5DB3H4	Female	Malay	University	20+	Female	Malay	University	22	532	1	1	-1.169971586	0.106655017	-0.624824896	-1.001699973
R_1k1gZuSJo5DB3H4	Female	Indian	Secondary school	20+	Female	Malay	University	22	446	1	2	-1.978307138	-0.684887538	-1.416643444	-0.69627272
R_1k1gZuSJo5DB3H4	Male	Indian	Polytechnic	30+	Female	Malay	University	22	936	2	3	2.324182451	1.239821948	1.736605064	1.781368986
R_1k1gZuSJo5DB3H4	Male	Malay	Secondary school	30+	Female	Malay	University	22	965	4	4	0.217842986	-1.810268109	-0.724359844	-0.612883216
R_1k1gZuSJo5DB3H4	Male	Chinese	University	30+	Female	Malay	University	22	832	2	5	-1.414343395	0.424758609	-0.873242225	0.368611018
R_1k1gZuSJo5DB3H4	Female	Chinese	Polytechnic	20+	Female	Malay	University	22	818	3	6	-0.56536367	0.339479287	-0.160506014	0.350668986
R_9tzsij3SXUozUe5	Male	Malay	University	30+	Male	Chinese	University	23	558	4	1	-0.368355733	-1.017932095	-0.288198935	-1.04975411
R_9tzsij3SXUozUe5	Female	Malay	Secondary school	20+	Male	Chinese	University	23	225	3	2	-0.769589724	-0.40284288	-0.202603287	-0.300961341
R_9tzsij3SXUozUe5	Female	Indian	Polytechnic	20+	Male	Chinese	University	23	930	3	3	-1.145346952	0.124255268	-0.489416215	1.3310583
R_9tzsij3SXUozUe5	Male	Chinese	Polytechnic	20+	Male	Chinese	University	23	878	2	4	-0.145298157	0.4828134	-0.513694255	0.24261944
R_9tzsij3SXUozUe5	Female	Chinese	University	20+	Male	Chinese	University	23	239	1	5	-0.666892932	-0.34898016	-0.940354051	-0.22271473
